,ID commande,Payment date,Nom du fabricant,Product Category Default,Article,Code postal (Facture),Ville (Facture)
11530,1779,10.01.2018, FERME ESNEKIAK,CRÈMERIE,Yaourt a la framboise bio  au lait entier (4 x125 gr).,64250.0,LOUHOSSOA
11531,1779,10.01.2018, FERME BIXARTEA,CRÈMERIE,Breuil (500g).,64250.0,LOUHOSSOA
11532,1779,10.01.2018, FERME IXURIBEHEREA,FRUITS,Pommes Gordin Xuri (1kg),64250.0,LOUHOSSOA
11533,1779,10.01.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Pomme de terre de l'année(2.5kg),64250.0,LOUHOSSOA
11536,1780,10.01.2018, FERME ESNEKIAK,CRÈMERIE,Lait de vache entier pasteurise bio (1L).,64240.0,ayherre
11537,1780,10.01.2018, FERME ESNEKIAK,CRÈMERIE,Beurre doux bio au lait cru ( 250 gr).,64240.0,ayherre
11538,1780,10.01.2018, FERME ESNEKIAK,CRÈMERIE,Creme fraiche bio  au lait cru (250ml).,64240.0,ayherre
11539,1780,10.01.2018, FERME ESNEKIAK,CRÈMERIE,Yaourt nature bio au lait entier (4 x125 gr).,64240.0,ayherre
11540,1780,10.01.2018, FERME ESNEKIAK,CRÈMERIE,Yaourt a la framboise bio  au lait entier (4 x125 gr).,64240.0,ayherre
11541,1780,10.01.2018, FERME BIXARTEA,CRÈMERIE,Breuil (500g).,64240.0,ayherre
11542,1780,10.01.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,batavia ou feuille de chene,64240.0,ayherre
11543,1780,10.01.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,"assortiment chou fleur / romanesco (0,8-1kg)",64240.0,ayherre
11544,1780,10.01.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Epinard (300g),64240.0,ayherre
11545,1780,10.01.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,radis noir (la botte),64240.0,ayherre
11546,1780,10.01.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Poireaux d'HIVER (lot de 3 ou 4),64240.0,ayherre
11547,1780,10.01.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,navet (750g),64240.0,ayherre
11550,1780,10.01.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Persil (la botte),64240.0,ayherre
11551,1781,10.01.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,betterave rouge (la botte),64240.0,HASPARREN
11552,1781,10.01.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Mache AB (200gr),64240.0,HASPARREN
11553,1781,10.01.2018, FERME IXURIBEHEREA,FRUITS,Pommes Gordin Xuri (1kg),64240.0,HASPARREN
11554,1781,10.01.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,"assortiment chou fleur / romanesco (0,8-1kg)",64240.0,HASPARREN
11557,1781,10.01.2018,FERME ITURRIETXEA,VOLAILLES & OEUFS,"Petite pintade fermière 1,250 kg (+/- 100gr) AB.",64240.0,HASPARREN
11558,1781,10.01.2018, FERME ESNEKIAK,CRÈMERIE,"Fromage blanc de vache nature,lisse bio (500g).",64240.0,HASPARREN
11559,1781,10.01.2018, FERME ESNEKIAK,CRÈMERIE,Yaourt a la myrtille bio  au lait entier (4 x 125g).,64240.0,HASPARREN
11560,1781,10.01.2018, FERME ESNEKIAK,CRÈMERIE,Beurre doux bio au lait cru ( 250 gr).,64240.0,HASPARREN
11561,1782,10.01.2018, FERME ESNEKIAK,CRÈMERIE,Beurre doux bio au lait cru ( 250 gr).,64100.0,Baiona
11562,1782,10.01.2018, FERME ESNEKIAK,CRÈMERIE,Creme fraiche bio  au lait cru (250ml).,64100.0,Baiona
11563,1782,10.01.2018, FERME BIXARTEA,CRÈMERIE,Mamia (x4).,64100.0,Baiona
11564,1782,10.01.2018, FERME ESNEKIAK,CRÈMERIE,Lait de vache entier pasteurise bio (1L).,64100.0,Baiona
11567,1782,10.01.2018, FERME BIXARTEA,FROMAGES,fromage de brebis fermier (650g environ) +6 mois d'affinage.,64100.0,Baiona
11568,1782,10.01.2018,FERME ITURRIETXEA,VOLAILLES & OEUFS,"Petit poulet fermier 1,250 kg (+/- 100 gr) AB.",64100.0,Baiona
11569,1783,12.01.2018, FERME ESNEKIAK,CRÈMERIE,Beurre doux bio au lait cru ( 250 gr).,64250.0,souraide
11570,1783,12.01.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,"assortiment chou fleur / romanesco (0,8-1kg)",64250.0,souraide
11571,1783,12.01.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,choux de Bruxelles (500g),64250.0,souraide
11572,1783,12.01.2018, FERME IXURIBEHEREA,FRUITS,Pommes Gordin Xuri (1kg),64250.0,souraide
11575,1784,12.01.2018,FERME ITURRIETXEA,VOLAILLES,"Poulet fermier moyen 1,6 kg (+/-100 gr) AB.",64100.0,BAYONNE
11576,1784,12.01.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Pomme de terre de l'année(2.5kg),64100.0,BAYONNE
11577,1784,12.01.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,courge longue de naples (1kg),64100.0,BAYONNE
11578,1784,12.01.2018, FERME ESNEKIAK,CRÈMERIE,Lait de vache demi-ecreme pasteurise bio (1L).,64100.0,BAYONNE
11579,1784,12.01.2018, FERME ESNEKIAK,CRÈMERIE,Beurre doux bio au lait cru ( 250 gr).,64100.0,BAYONNE
11580,1784,12.01.2018, FERME BIXARTEA,CRÈMERIE,Mamia (x4).,64100.0,BAYONNE
11581,1785,13.01.2018, FERME ESNEKIAK,CRÈMERIE,Beurre doux bio au lait cru ( 250 gr).,64640.0,heleta
11582,1785,13.01.2018, FERME BIXARTEA,CRÈMERIE,breuil (375g).,64640.0,heleta
11583,1785,13.01.2018,FERME ALASTA,ÉPICERIE,Coulis de Cassis (320g),64640.0,heleta
11584,1785,13.01.2018, FERME IXURIBEHEREA,FRUITS,Pommes Gordin Xuri (1kg),64640.0,heleta
11585,1785,13.01.2018, FERME BIXARTEA,FROMAGES,fromage de brebis fermier (650g environ) +6 mois d'affinage.,64640.0,heleta
11587,1785,13.01.2018, FERME ESNEKIAK,CRÈMERIE,Yaourt nature bio au lait entier (4 x125 gr).,64640.0,heleta
11588,1786,13.01.2018, FERME IXURIBEHEREA,FRUITS,Pommes Gordin Xuri (1kg),64240.0,HASPARREN
11589,1786,13.01.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,courge potimarron ou butternut (1kg),64240.0,HASPARREN
11590,1786,13.01.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,betterave rouge (la botte),64240.0,HASPARREN
11591,1786,13.01.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Pomme de terre de l'année (1kg),64240.0,HASPARREN
11592,1786,13.01.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Persil (la botte),64240.0,HASPARREN
11593,1786,13.01.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Poireaux d'HIVER (lot de 3 ou 4),64240.0,HASPARREN
11594,1786,13.01.2018, FERME BIXARTEA,CRÈMERIE,breuil (375g).,64240.0,HASPARREN
11595,1786,13.01.2018, FERME ESNEKIAK,CRÈMERIE,"Fromage blanc de vache nature,lisse bio (500g).",64240.0,HASPARREN
11596,1786,13.01.2018, FERME ESNEKIAK,CRÈMERIE,Yaourt a la framboise bio  au lait entier (4 x125 gr).,64240.0,HASPARREN
11598,1787,14.01.2018, FERME ESNEKIAK,CRÈMERIE,Lait de vache demi-ecreme pasteurise bio (1L).,64240.0,HASPARREN
11599,1787,14.01.2018, FERME ESNEKIAK,CRÈMERIE,"Fromage blanc de vache nature,lisse bio (500g).",64240.0,HASPARREN
11600,1787,14.01.2018, FERME ESNEKIAK,CRÈMERIE,Yaourt a la framboise bio  au lait entier (4 x125 gr).,64240.0,HASPARREN
11601,1787,14.01.2018, FERME IXURIBEHEREA,FRUITS,Pommes Gordin Xuri (1kg),64240.0,HASPARREN
11602,1787,14.01.2018,FERME ALASTA,ÉPICERIE,Coulis de Cassis (320g),64240.0,HASPARREN
11603,1787,14.01.2018, FERME ESNEKIAK,CRÈMERIE,Creme fraiche bio  au lait cru (250ml).,64240.0,HASPARREN
11604,1788,14.01.2018, FERME ESNEKIAK,CRÈMERIE,"Fromage blanc de vache nature,lisse bio (500g).",64100.0,bayonne
11605,1788,14.01.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,betterave rouge (la botte),64100.0,bayonne
11606,1788,14.01.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,radis noir (la botte),64100.0,bayonne
11607,1788,14.01.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Poireaux d'HIVER (lot de 3 ou 4),64100.0,bayonne
11608,1788,14.01.2018, FERME ESNEKIAK,VIANDES,Axoa de veau bio  (750g),64100.0,bayonne
11609,1789,15.01.2018, FERME BIXARTEA,CRÈMERIE,breuil (375g).,64240.0,hasparren
11611,1789,15.01.2018, FERME IXURIBEHEREA,ÉPICERIE,Jus de pommes (1L),64240.0,hasparren
11612,1789,15.01.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Epinard (300g),64240.0,hasparren
11613,1789,15.01.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Fenouil (500gr),64240.0,hasparren
11614,1789,15.01.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,courge longue de naples (1kg),64240.0,hasparren
11615,1789,15.01.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Poireaux d'HIVER (lot de 3 ou 4),64240.0,hasparren
11616,1789,15.01.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,chou de chine,64240.0,hasparren
11617,1789,15.01.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,"assortiment chou fleur / romanesco (0,8-1kg)",64240.0,hasparren
11618,1790,15.01.2018, FERME ESNEKIAK,CRÈMERIE,Beurre doux bio au lait cru ( 250 gr).,64250.0,souraide
11619,1790,15.01.2018, FERME ESNEKIAK,CRÈMERIE,Creme fraiche bio  au lait cru (250ml).,64250.0,souraide
11620,1790,15.01.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,batavia ou feuille de chene,64250.0,souraide
11621,1790,15.01.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,chou frise ou cabus (600gr a 800gr),64250.0,souraide
11622,1790,15.01.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,"assortiment chou fleur / romanesco (0,8-1kg)",64250.0,souraide
11623,1790,15.01.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Epinard (300g),64250.0,souraide
11624,1790,15.01.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Mache AB (200gr),64250.0,souraide
11625,1790,15.01.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,radis noir (la botte),64250.0,souraide
11626,1790,15.01.2018, FERME ESNEKIAK,CRÈMERIE,Lait de vache demi-ecreme pasteurise bio (1L).,64250.0,souraide
11628,1791,15.01.2018, FERME ESNEKIAK,CRÈMERIE,Beurre doux bio au lait cru ( 250 gr).,64100.0,BAYONNE
11629,1791,15.01.2018, FERME ESNEKIAK,CRÈMERIE,Creme fraiche bio  au lait cru (250ml).,64100.0,BAYONNE
11630,1791,15.01.2018, FERME BIXARTEA,FROMAGES,fromage de brebis fermier (650g environ) +6 mois d'affinage.,64100.0,BAYONNE
11633,1792,15.01.2018, FERME ESNEKIAK,CRÈMERIE,Fromage blanc de vache nature campagne bio (500g).,64250.0,cambo les bains
11634,1792,15.01.2018, FERME ESNEKIAK,CRÈMERIE,Yaourt a la framboise bio  au lait entier (4 x125 gr).,64250.0,cambo les bains
11635,1792,15.01.2018, FERME BIXARTEA,FROMAGES,fromage de brebis fermier (650g environ) +6 mois d'affinage.,64250.0,cambo les bains
11636,1792,15.01.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,"assortiment chou fleur / romanesco (0,8-1kg)",64250.0,cambo les bains
11637,1792,15.01.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Epinard (300g),64250.0,cambo les bains
11638,1792,15.01.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Poireaux d'HIVER (lot de 3 ou 4),64250.0,cambo les bains
11639,1792,15.01.2018,FERME ITURRIETXEA,VOLAILLES & OEUFS,"Petit poulet fermier 1,250 kg (+/- 100 gr) AB.",64250.0,cambo les bains
11641,1793,15.01.2018, FERME ESNEKIAK,CRÈMERIE,Yaourt a la myrtille bio  au lait entier (4 x 125g).,64240.0,Ayherre 
11642,1793,15.01.2018, FERME BIXARTEA,CRÈMERIE,Mamia (x4).,64240.0,Ayherre 
11643,1793,15.01.2018, FERME IXURIBEHEREA,ÉPICERIE,Jus de pommes (1L),64240.0,Ayherre 
11644,1793,15.01.2018,FERME ALASTA,ÉPICERIE,Confiture de Figue (360g),64240.0,Ayherre 
11645,1793,15.01.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Mache AB (200gr),64240.0,Ayherre 
11646,1793,15.01.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Poireaux d'HIVER (lot de 3 ou 4),64240.0,Ayherre 
11648,1794,16.01.2018, FERME ESNEKIAK,CRÈMERIE,Lait de vache demi-ecreme pasteurise bio (1L).,64480.0,Jatxou
11649,1794,16.01.2018, FERME ESNEKIAK,CRÈMERIE,Yaourt a la fraise bio au lait entier  (4 x 125 gr).,64480.0,Jatxou
11650,1794,16.01.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,batavia ou feuille de chene,64480.0,Jatxou
11651,1794,16.01.2018, FERME IXURIBEHEREA,FRUITS,Pommes Gordin Xuri (1kg),64480.0,Jatxou
11652,1794,16.01.2018, FERME IXURIBEHEREA,VIANDES,"Colis de porc Kintoa (4,500kg).",64480.0,Jatxou
11654,1795,16.01.2018, FERME ESNEKIAK,CRÈMERIE,Beurre doux bio au lait cru ( 250 gr).,64100.0,Baiona
11655,1795,16.01.2018, FERME ESNEKIAK,CRÈMERIE,Lait de vache entier pasteurise bio (1L).,64100.0,Baiona
11656,1795,16.01.2018, FERME IXURIBEHEREA,VIANDES,"Colis de porc Kintoa (4,500kg).",64100.0,Baiona
11659,1796,16.01.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Mache AB (200gr),64240.0,ayherre
11660,1796,16.01.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Epinard (300g),64240.0,ayherre
11661,1796,16.01.2018, FERME ESNEKIAK,CRÈMERIE,"Fromage blanc de vache nature,lisse bio (500g).",64240.0,ayherre
11662,1796,16.01.2018, FERME ESNEKIAK,CRÈMERIE,Lait de vache entier pasteurise bio (1L).,64240.0,ayherre
11663,1796,16.01.2018, FERME IXURIBEHEREA,ÉPICERIE,Jus de pommes (1L),64240.0,ayherre
11664,1796,16.01.2018, FERME BIXARTEA,CRÈMERIE,Mamia (x4).,64240.0,ayherre
11665,1797,16.01.2018,FERME ITURRIETXEA,VOLAILLES & OEUFS,"Petite pintade fermière 1,250 kg (+/- 100gr) AB.",64600.0,Anglet
11666,1797,16.01.2018, FERME ESNEKIAK,CRÈMERIE,Yaourt a la myrtille bio  au lait entier (4 x 125g).,64600.0,Anglet
11667,1797,16.01.2018, FERME ESNEKIAK,CRÈMERIE,Yaourt a la framboise bio  au lait entier (4 x125 gr).,64600.0,Anglet
11668,1797,16.01.2018, FERME BIXARTEA,CRÈMERIE,Mamia (x4).,64600.0,Anglet
11669,1798,16.01.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Poireaux d'HIVER (lot de 3 ou 4),64480.0,ustaritz
11670,1798,16.01.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Pomme de terre de l'année(2.5kg),64480.0,ustaritz
11671,1798,16.01.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,choux de Bruxelles (500g),64480.0,ustaritz
11672,1798,16.01.2018, FERME ESNEKIAK,CRÈMERIE,Lait de vache demi-ecreme pasteurise bio (1L).,64480.0,ustaritz
11673,1798,16.01.2018, FERME ESNEKIAK,CRÈMERIE,Beurre doux bio au lait cru ( 250 gr).,64480.0,ustaritz
11674,1798,16.01.2018, FERME ESNEKIAK,CRÈMERIE,Yaourt a la myrtille bio  au lait entier (4 x 125g).,64480.0,ustaritz
11675,1798,16.01.2018,BATEAU ORDAGNA ,ÉPICERIE,Soupe de poisson (1L),64480.0,ustaritz
11677,1798,16.01.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,batavia ou feuille de chene,64480.0,ustaritz
11678,1799,16.01.2018, FERME ESNEKIAK,CRÈMERIE,Yaourt a la myrtille bio  au lait entier (4 x 125g).,64250.0,Cambo
11679,1799,16.01.2018, FERME ESNEKIAK,CRÈMERIE,Yaourt a la framboise bio  au lait entier (4 x125 gr).,64250.0,Cambo
11680,1799,16.01.2018, FERME BIXARTEA,CRÈMERIE,Mamia (x4).,64250.0,Cambo
11681,1800,17.01.2018, FERME ESNEKIAK,CRÈMERIE,Creme fraiche bio  au lait cru (250ml).,64240.0,HASPARREN
11682,1800,17.01.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,batavia ou feuille de chene,64240.0,HASPARREN
11683,1800,17.01.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,"assortiment chou fleur / romanesco (0,8-1kg)",64240.0,HASPARREN
11684,1800,17.01.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Epinard (300g),64240.0,HASPARREN
11685,1800,17.01.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Pomme de terre de l'année (1kg),64240.0,HASPARREN
11687,1801,17.01.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,courge longue de naples (1kg),64240.0,Hasparren
11688,1801,17.01.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Poireaux d'HIVER (lot de 3 ou 4),64240.0,Hasparren
11691,1801,17.01.2018, FERME IXURIBEHEREA,VIANDES,"Colis de porc Kintoa (4,500kg).",64240.0,Hasparren
11692,1802,17.01.2018, FERME ESNEKIAK,CRÈMERIE,Lait de vache entier pasteurise bio (1L).,64240.0,hasparren
11693,1802,17.01.2018, FERME BIXARTEA,CRÈMERIE,Breuil (1kg).,64240.0,hasparren
11694,1802,17.01.2018, FERME ESNEKIAK,CRÈMERIE,Yaourt nature bio au lait entier (4 x125 gr).,64240.0,hasparren
11695,1802,17.01.2018, FERME ESNEKIAK,CRÈMERIE,Yaourt a la framboise bio  au lait entier (4 x125 gr).,64240.0,hasparren
11696,1802,17.01.2018, FERME IXURIBEHEREA,ÉPICERIE,Jus de pommes (1L),64240.0,hasparren
11699,1803,17.01.2018,BATEAU ORDAGNA ,ÉPICERIE,Soupe de poisson (1L),64240.0,MENDIONDE
11700,1803,17.01.2018, FERME ESNEKIAK,CRÈMERIE,Beurre doux bio au lait cru ( 250 gr).,64240.0,MENDIONDE
11701,1803,17.01.2018, FERME ESNEKIAK,CRÈMERIE,Yaourt nature bio au lait entier (4 x125 gr).,64240.0,MENDIONDE
11702,1803,17.01.2018, FERME BIXARTEA,ÉPICERIE,compote de pommes 750g,64240.0,MENDIONDE
11703,1803,17.01.2018, FERME IXURIBEHEREA,FRUITS,Pommes Gordin Xuri (1kg),64240.0,MENDIONDE
11704,1803,17.01.2018,FERME ITURRIETXEA,VOLAILLES,"Poulet fermier moyen 1,6 kg (+/-100 gr) AB.",64240.0,MENDIONDE
11705,1803,17.01.2018,FERME ITURRIETXEA,VOLAILLES & OEUFS,"Petite pintade fermière 1,250 kg (+/- 100gr) AB.",64240.0,MENDIONDE
11706,1803,17.01.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Mache AB (200gr),64240.0,MENDIONDE
11710,1805,17.01.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Poireaux d'HIVER (lot de 3 ou 4),64240.0,izturits
11711,1805,17.01.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,chou frise ou cabus (600gr a 800gr),64240.0,izturits
11712,1805,17.01.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,"assortiment chou fleur / romanesco (0,8-1kg)",64240.0,izturits
11713,1805,17.01.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,batavia ou feuille de chene,64240.0,izturits
11714,1805,17.01.2018, FERME ESNEKIAK,CRÈMERIE,Beurre doux bio au lait cru ( 250 gr).,64240.0,izturits
11715,1805,17.01.2018, FERME IXURIBEHEREA,FRUITS,Pommes Gordin Xuri (1kg),64240.0,izturits
11717,1806,17.01.2018, FERME BIXARTEA,CRÈMERIE,Breuil (1kg).,64250.0,LOUHOSSOA
11718,1806,17.01.2018, FERME ESNEKIAK,CRÈMERIE,Lait de vache demi-ecreme pasteurise bio (1L).,64250.0,LOUHOSSOA
11719,1806,17.01.2018, FERME IXURIBEHEREA,FRUITS,Pommes Gordin Xuri (1kg),64250.0,LOUHOSSOA
11720,1806,17.01.2018, FERME ESNEKIAK,CRÈMERIE,Yaourt a la myrtille bio  au lait entier (4 x 125g).,64250.0,LOUHOSSOA
11721,1806,17.01.2018, FERME ESNEKIAK,CRÈMERIE,Yaourt a la framboise bio  au lait entier (4 x125 gr).,64250.0,LOUHOSSOA
11723,1807,17.01.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,choux de Bruxelles (500g),64310.0,sare
11724,1807,17.01.2018, FERME IXURIBEHEREA,VIANDES,Saucisses de Porc Basque x4 (400 gr).,64310.0,sare
11725,1807,17.01.2018, FERME IXURIBEHEREA,VIANDES,Cotes (échine) de Porc Basque x2 (400 gr).,64310.0,sare
11726,1807,17.01.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,"assortiment chou fleur / romanesco (0,8-1kg)",64310.0,sare
11727,1807,17.01.2018, FERME ESNEKIAK,CRÈMERIE,Beurre doux bio au lait cru ( 250 gr).,64310.0,sare
11728,1807,17.01.2018, FERME ESNEKIAK,CRÈMERIE,Creme fraiche bio  au lait cru (250ml).,64310.0,sare
11729,1807,17.01.2018,FERME ITURRIETXEA,VOLAILLES & OEUFS,"Petit poulet fermier 1,250 kg (+/- 100 gr) AB.",64310.0,sare
11730,1807,17.01.2018, FERME IXURIBEHEREA,ÉPICERIE,Jus de pommes (1L),64310.0,sare
11731,1808,17.01.2018, FERME ESNEKIAK,CRÈMERIE,Creme fraiche bio  au lait cru (250ml).,64250.0,cambo les bains
11732,1808,17.01.2018, FERME ESNEKIAK,CRÈMERIE,Yaourt a la fraise bio au lait entier  (4 x 125 gr).,64250.0,cambo les bains
11733,1808,17.01.2018, FERME ESNEKIAK,CRÈMERIE,Beurre doux bio au lait cru ( 250 gr).,64250.0,cambo les bains
11734,1808,17.01.2018, FERME BIXARTEA,FROMAGES,fromage de brebis fermier (650g environ) +6 mois d'affinage.,64250.0,cambo les bains
11735,1808,17.01.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,chou frise ou cabus (600gr a 800gr),64250.0,cambo les bains
11736,1808,17.01.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,courge potimarron ou butternut (1kg),64250.0,cambo les bains
11737,1808,17.01.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Mache AB (200gr),64250.0,cambo les bains
11738,1808,17.01.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Pomme de terre de l'année (1kg),64250.0,cambo les bains
11739,1808,17.01.2018, FERME IXURIBEHEREA,FRUITS,Pommes Gordin Xuri (1kg),64250.0,cambo les bains
11740,1808,17.01.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Poireaux d'HIVER (lot de 3 ou 4),64250.0,cambo les bains
11741,1808,17.01.2018, FERME IXURIBEHEREA,VIANDES,"Colis de porc Kintoa (4,500kg).",64250.0,cambo les bains
11743,1808,17.01.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Epinard (300g),64250.0,cambo les bains
11744,1808,17.01.2018, FERME BIXARTEA,CRÈMERIE,Mamia (x4).,64250.0,cambo les bains
11745,1809,17.01.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,choux de Bruxelles (500g),64250.0,CAMBO-LES-BAINS
11746,1809,17.01.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,batavia ou feuille de chene,64250.0,CAMBO-LES-BAINS
11747,1809,17.01.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Fenouil (500gr),64250.0,CAMBO-LES-BAINS
11748,1809,17.01.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Pomme de terre de l'année(2.5kg),64250.0,CAMBO-LES-BAINS
11750,1810,17.01.2018, FERME ESNEKIAK,CRÈMERIE,Beurre doux bio au lait cru ( 250 gr).,64640.0,Saint-Esteben 
11751,1810,17.01.2018,FERME ITURRIETXEA,VOLAILLES,"Poulet fermier moyen 1,6 kg (+/-100 gr) AB.",64640.0,Saint-Esteben 
11752,1810,17.01.2018, FERME IXURIBEHEREA,VIANDES,"Colis de porc Kintoa (4,500kg).",64640.0,Saint-Esteben 
11753,1811,17.01.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Epinard (300g),64240.0,AIHERRA
11754,1811,17.01.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Mache AB (200gr),64240.0,AIHERRA
11755,1811,17.01.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Poireaux d'HIVER (lot de 3 ou 4),64240.0,AIHERRA
11756,1811,17.01.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Pomme de terre de l'année (1kg),64240.0,AIHERRA
11757,1811,17.01.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,courge potimarron ou butternut (1kg),64240.0,AIHERRA
11758,1811,17.01.2018, FERME IXURIBEHEREA,VIANDES,Cotes (filet) de Porc Basque x2 (350 gr).,64240.0,AIHERRA
11759,1812,17.01.2018, FERME ESNEKIAK,CRÈMERIE,Yaourt a la framboise bio  au lait entier (4 x125 gr).,64240.0,Hasparren
11760,1812,17.01.2018, FERME IXURIBEHEREA,ÉPICERIE,Jus de pommes (1L),64240.0,Hasparren
11761,1812,17.01.2018, FERME BIXARTEA,FROMAGES,fromage de brebis fermier (650g environ) +6 mois d'affinage.,64240.0,Hasparren
11762,1812,17.01.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,batavia ou feuille de chene,64240.0,Hasparren
11763,1812,17.01.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,"assortiment chou fleur / romanesco (0,8-1kg)",64240.0,Hasparren
11764,1812,17.01.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,chou de chine,64240.0,Hasparren
11765,1812,17.01.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Fenouil (500gr),64240.0,Hasparren
11766,1812,17.01.2018, FERME IXURIBEHEREA,FRUITS,Pommes Gordin Xuri (1kg),64240.0,Hasparren
11767,1813,17.01.2018, FERME ESNEKIAK,CRÈMERIE,Beurre doux bio au lait cru ( 250 gr).,64250.0,CAMBO LES BAINS
11768,1813,17.01.2018, FERME ESNEKIAK,CRÈMERIE,Creme fraiche bio  au lait cru (250ml).,64250.0,CAMBO LES BAINS
11769,1813,17.01.2018, FERME ESNEKIAK,CRÈMERIE,Yaourt a la framboise bio  au lait entier (4 x125 gr).,64250.0,CAMBO LES BAINS
11770,1813,17.01.2018, FERME ESNEKIAK,CRÈMERIE,Yaourt a la fraise bio au lait entier  (4 x 125 gr).,64250.0,CAMBO LES BAINS
11771,1813,17.01.2018, FERME IXURIBEHEREA,ÉPICERIE,Jus de pommes (1L),64250.0,CAMBO LES BAINS
11772,1814,17.01.2018, FERME IXURIBEHEREA,FRUITS,Pommes Gordin Xuri (1kg),64250.0,CAMB
11773,1814,17.01.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,chicoree scarole,64250.0,CAMB
11774,1814,17.01.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Epinard (300g),64250.0,CAMB
11775,1814,17.01.2018, FERME AROZTEGIA,FRUITS & LÉGUMES,Poireaux d'HIVER (lot de 3 ou 4),64250.0,CAMB
