,ID commande,Payment date,Nom du fabricant,Product Category Default,Article,Code postal (Facture),Ville (Facture)
44754,6287,04.04.2020, FERME ESNEKIAK,CRÈMERIE,Yaourt a la myrtille bio  au lait entier (4 x 125g).,64250.0,cambo les bains
44755,6287,04.04.2020, FERME ESNEKIAK,CRÈMERIE,Yaourt a la framboise bio  au lait entier (4 x125 gr).,64250.0,cambo les bains
44756,6287,04.04.2020, FERME ESNEKIAK,CRÈMERIE,Yaourt a la fraise bio au lait entier  (4 x 125 gr).,64250.0,cambo les bains
44757,6287,04.04.2020, FERME ESNEKIAK,CRÈMERIE,"Yaourt au citron, bio,  au lait entier (4 x 125g).",64250.0,cambo les bains
44758,6287,04.04.2020, FERME ESNEKIAK,CRÈMERIE,"Fromage blanc de vache nature,lisse bio (500g).",64250.0,cambo les bains
44759,6287,04.04.2020, FERME ESNEKIAK,CRÈMERIE,Lait de vache demi-ecreme pasteurise bio (1L).,64250.0,cambo les bains
44760,6288,04.04.2020,FERME ITURRIETXEA,VOLAILLES & OEUFS,Oeufs fermiers AB (x12),64200.0,Biarritz
44761,6288,04.04.2020,FERME BETI AINTZINA,VIANDE FRAÎCHE,Magret de canard frais sous vide (400 gr).,64200.0,Biarritz
44762,6288,04.04.2020,FERME ISAKENIA,FRUITS & LÉGUMES,Aillet frais (la botte de 6-8),64200.0,Biarritz
44763,6288,04.04.2020,FERME HEGUAIA,FRUITS & LÉGUMES,Poireaux d'HIVER (lot de 3 ou 4),64200.0,Biarritz
44764,6288,04.04.2020,FERME ISAKENIA,FRUITS & LÉGUMES,Oignon  blanc frais (la botte),64200.0,Biarritz
44765,6288,04.04.2020,FERME ISAKENIA,FRUITS & LÉGUMES,Blette (la botte),64200.0,Biarritz
44766,6288,04.04.2020,FERME ISAKENIA,FRUITS & LÉGUMES,Batavia ou feuille de chene,64200.0,Biarritz
44767,6288,04.04.2020,FERME ITURRIETXEA,VOLAILLES & OEUFS,Oeufs fermiers AB (x6),64200.0,Biarritz
44768,6288,04.04.2020,FERME BETI AINTZINA,VIANDE FRAÎCHE,Cuisse de canard confite sous vide.,64200.0,Biarritz
44769,6288,04.04.2020, FERME BIXARTEA,FROMAGES,fromage de brebis fermier (650g environ) -6 mois d'affinage.,64200.0,Biarritz
44770,6288,04.04.2020, FERME BIXARTEA,CRÈMERIE,Yaourt brebis citron (lot de 4).,64200.0,Biarritz
44771,6289,04.04.2020, FERME BIXARTEA,CRÈMERIE,Mamia (x4).,64240.0,HASPARREN
44772,6289,04.04.2020,FERME ISAKENIA,FRUITS & LÉGUMES,Aillet frais (la botte de 6-8),64240.0,HASPARREN
44773,6289,04.04.2020,FERME ISAKENIA,FRUITS & LÉGUMES,Batavia ou feuille de chene,64240.0,HASPARREN
44774,6289,04.04.2020,FERME HEGUAIA,FRUITS & LÉGUMES,Chou vert (l'unité),64240.0,HASPARREN
44775,6289,04.04.2020,FERME JARA XOLAN,VIANDES,Cotes filet de Porc Basque x2 (350 gr) E.,64240.0,HASPARREN
44776,6289,04.04.2020, FERME BIXARTEA,FROMAGES,Fromage Pérail de brebis.,64240.0,HASPARREN
44777,6289,04.04.2020, FERME IXURIBEHEREA,ÉPICERIE,Jus de pommes (1L),64240.0,HASPARREN
44778,6289,04.04.2020,FERME BELAZKABIETA,ÉPICERIE,Crème de châtaigne (250 gr),64240.0,HASPARREN
44779,6289,04.04.2020,FERME JARA XOLAN,VIANDES,Chipolatas de porc basque x4 (330 gr) E.,64240.0,HASPARREN
44780,6289,04.04.2020, FERME ESNEKIAK,CRÈMERIE,Lait de vache demi-ecreme pasteurise bio (1L).,64240.0,HASPARREN
44781,6289,04.04.2020,FERME ITURRIETXEA,VOLAILLES & OEUFS,Oeufs fermiers AB (x12),64240.0,HASPARREN
44782,6289,04.04.2020, FERME BIXARTEA,CRÈMERIE,Yaourt brebis nature (lot de 4).,64240.0,HASPARREN
44783,6289,04.04.2020, FERME BIXARTEA,CRÈMERIE,Yaourt brebis fruits rouges coulis (lot de 4).,64240.0,HASPARREN
44784,6290,04.04.2020,FERME ITURRIETXEA,VOLAILLES & OEUFS,Oeufs fermiers AB (x12),64600.0,Anglet
44785,6290,04.04.2020,FERME BETI AINTZINA,VIANDE FRAÎCHE,Magret de canard frais sous vide (400 gr).,64600.0,Anglet
44786,6290,04.04.2020,FERME BELAZKABIETA,ÉPICERIE,Purée de pomme (350 gr),64600.0,Anglet
44787,6290,04.04.2020, FERME ESNEKIAK,CRÈMERIE,Beurre doux bio au lait cru ( 250 gr).,64600.0,Anglet
44788,6290,04.04.2020, FERME ESNEKIAK,CRÈMERIE,Yaourt a la framboise bio  au lait entier (4 x125 gr).,64600.0,Anglet
44789,6290,04.04.2020, FERME IXURIBEHEREA,ÉPICERIE,Jus de pommes (1L),64600.0,Anglet
44790,6290,04.04.2020,FERME ITURRIETXEA,VOLAILLES & OEUFS,Oeufs fermiers AB (x6),64600.0,Anglet
44791,6291,04.04.2020, FERME ESNEKIAK,CRÈMERIE,Lait de vache entier pasteurise bio (1L).,64780.0,BIDARRAY
44792,6291,04.04.2020, FERME ESNEKIAK,CRÈMERIE,Beurre doux bio au lait cru ( 250 gr).,64780.0,BIDARRAY
44793,6291,04.04.2020, FERME BIXARTEA,CRÈMERIE,Yaourt brebis fruits rouges coulis (lot de 4).,64780.0,BIDARRAY
44794,6291,04.04.2020, FERME BIXARTEA,CRÈMERIE,Yaourt brebis citron (lot de 4).,64780.0,BIDARRAY
44795,6291,04.04.2020, FERME IXURIBEHEREA,FROMAGES,Sarrin frais.,64780.0,BIDARRAY
44796,6291,04.04.2020,FERME ISAKENIA,FRUITS & LÉGUMES,Batavia ou feuille de chene,64780.0,BIDARRAY
44797,6291,04.04.2020,FERME HEGUAIA,FRUITS & LÉGUMES,Pomme de terre de l'année (1kg),64780.0,BIDARRAY
44798,6291,04.04.2020,FERME JARA XOLAN,VIANDES,Saucisses de Porc Basque x2 (180 gr) E.,64780.0,BIDARRAY
44799,6291,04.04.2020,FERME JARA XOLAN,VIANDES,Chipolatas de porc basque x4 (330 gr) E.,64780.0,BIDARRAY
44800,6291,04.04.2020,FERME ITURRIETXEA,VOLAILLES & OEUFS,Oeufs fermiers AB (x12),64780.0,BIDARRAY
44801,6292,04.04.2020, FERME ESNEKIAK,CRÈMERIE,Lait de vache entier pasteurise bio (1L).,64600.0,Anglet
44802,6292,04.04.2020, FERME ESNEKIAK,CRÈMERIE,Fromage blanc de vache nature campagne bio (500g).,64600.0,Anglet
44803,6292,04.04.2020, FERME BIXARTEA,CRÈMERIE,Mamia (x4).,64600.0,Anglet
44804,6292,04.04.2020, FERME BIXARTEA,CRÈMERIE,breuil (375g).,64600.0,Anglet
44805,6292,04.04.2020, FERME BIXARTEA,FROMAGES,fromage de brebis fermier (650g environ) -6 mois d'affinage.,64600.0,Anglet
44806,6292,04.04.2020,FERME ISAKENIA,FRUITS & LÉGUMES,Aillet frais (la botte de 6-8),64600.0,Anglet
44807,6292,04.04.2020,FERME JARA XOLAN,VIANDES,Boudins de Porc Basque x2 (230 gr) E.,64600.0,Anglet
44808,6293,04.04.2020, FERME ESNEKIAK,CRÈMERIE,Beurre doux bio au lait cru ( 250 gr).,64200.0,Biarritz
44809,6293,04.04.2020, FERME ESNEKIAK,CRÈMERIE,Fromage blanc de vache nature campagne bio (500g).,64200.0,Biarritz
44810,6293,04.04.2020, FERME ESNEKIAK,CRÈMERIE,"Fromage blanc de vache nature,lisse bio (500g).",64200.0,Biarritz
44811,6293,04.04.2020, FERME ESNEKIAK,CRÈMERIE,Yaourt a la myrtille bio  au lait entier (4 x 125g).,64200.0,Biarritz
44812,6293,04.04.2020, FERME ESNEKIAK,CRÈMERIE,Yaourt nature bio au lait entier (4 x125 gr).,64200.0,Biarritz
44813,6293,04.04.2020, FERME ESNEKIAK,CRÈMERIE,Yaourt a la framboise bio  au lait entier (4 x125 gr).,64200.0,Biarritz
44814,6293,04.04.2020, FERME ESNEKIAK,CRÈMERIE,Yaourt a la fraise bio au lait entier  (4 x 125 gr).,64200.0,Biarritz
44815,6293,04.04.2020, FERME BIXARTEA,CRÈMERIE,breuil (375g).,64200.0,Biarritz
44816,6293,04.04.2020, FERME IXURIBEHEREA,ÉPICERIE,Jus de pommes (1L),64200.0,Biarritz
44817,6293,04.04.2020,FERME ALASTA,ÉPICERIE,Sirop menthe-citron (320ml),64200.0,Biarritz
44818,6293,04.04.2020,FERME ALASTA,ÉPICERIE,Confiture de Figue (360g),64200.0,Biarritz
44819,6293,04.04.2020,FERME ALASTA,ÉPICERIE,Confiture de pêches (360g),64200.0,Biarritz
44820,6293,04.04.2020,FERME IDOIA,ÉPICERIE,Miel fleurs de printemps (500g),64200.0,Biarritz
44821,6293,04.04.2020,FERME IDOIA,ÉPICERIE,Miel de Châtaigner (pot de 500g),64200.0,Biarritz
44822,6293,04.04.2020,FERME IHITIA,ÉPICERIE,CIDRE FERMIER (1l),64200.0,Biarritz
44823,6293,04.04.2020,FERME ITURRIETXEA,ÉPICERIE SUCRÉE,Confiture de cassis AB (240 gr),64200.0,Biarritz
44824,6293,04.04.2020,FERME BELAZKABIETA,ÉPICERIE,Purée de pomme (350 gr),64200.0,Biarritz
44825,6293,04.04.2020, FERME BIXARTEA,FROMAGES,fromage de brebis fermier (650g environ) -6 mois d'affinage.,64200.0,Biarritz
44826,6293,04.04.2020,FERME ISAKENIA,FRUITS & LÉGUMES,Persil (la botte),64200.0,Biarritz
44827,6293,04.04.2020,FERME ISAKENIA,FRUITS & LÉGUMES,Batavia ou feuille de chene,64200.0,Biarritz
44828,6293,04.04.2020,FERME HEGUAIA,FRUITS & LÉGUMES,Poireaux d'HIVER (lot de 3 ou 4),64200.0,Biarritz
44829,6293,04.04.2020, FERME ESNEKIAK,VIANDES,Axoa de veau bio  (750g),64200.0,Biarritz
44830,6293,04.04.2020, FERME IXURIBEHEREA,VIANDES,Pate de porc basque (190g),64200.0,Biarritz
44831,6293,04.04.2020,FERME JARA XOLAN,VIANDES,Cotes filet de Porc Basque x2 (350 gr) E.,64200.0,Biarritz
44832,6293,04.04.2020,FERME JARA XOLAN,VIANDES,Saucisses de Porc Basque x2 (180 gr) E.,64200.0,Biarritz
44833,6293,04.04.2020,FERME BETI AINTZINA,VIANDE FRAÎCHE,Cuisse de canard confite sous vide.,64200.0,Biarritz
44834,6293,04.04.2020,FERME ITURRIETXEA,VOLAILLES & OEUFS,Oeufs fermiers AB (x12),64200.0,Biarritz
44835,6294,04.04.2020,FERME JARA XOLAN,VIANDES,Boudins de Porc Basque x2 (230 gr) E.,64480.0,Ustaritz
44836,6294,04.04.2020,FERME BETI AINTZINA,VIANDE FRAÎCHE,Magret de canard frais sous vide (400 gr).,64480.0,Ustaritz
44837,6294,04.04.2020,FERME JARA XOLAN,VIANDES,Saucisses de Porc Basque x2 (180 gr) E.,64480.0,Ustaritz
44838,6294,04.04.2020, FERME ESNEKIAK,CRÈMERIE,Fromage blanc de vache nature campagne bio (500g).,64480.0,Ustaritz
44839,6294,04.04.2020, FERME IXURIBEHEREA,CRÈMERIE,Lait de chevre AB (1L).,64480.0,Ustaritz
44840,6294,04.04.2020, FERME ESNEKIAK,CRÈMERIE,"Yaourt aux fruits, bio, au lait entier (4 x 125g).",64480.0,Ustaritz
44841,6294,04.04.2020,FERME ISAKENIA,FRUITS & LÉGUMES,Blette (la botte),64480.0,Ustaritz
44842,6294,04.04.2020,FERME HEGUAIA,FRUITS & LÉGUMES,Poireaux d'HIVER (lot de 3 ou 4),64480.0,Ustaritz
44843,6294,04.04.2020,FERME ISAKENIA,FRUITS & LÉGUMES,Oignon  blanc frais (la botte),64480.0,Ustaritz
44844,6294,04.04.2020,FERME HEGUAIA,FRUITS & LÉGUMES,Chou vert (l'unité),64480.0,Ustaritz
44845,6294,04.04.2020,FERME HEGUAIA,FRUITS & LÉGUMES,Pomme de terre de l'année (1kg),64480.0,Ustaritz
44846,6294,04.04.2020, FERME BIXARTEA,FROMAGES,fromage de brebis fermier (650g environ) +6 mois d'affinage.,64480.0,Ustaritz
44847,6294,04.04.2020,FERME ITURRIETXEA,VOLAILLES & OEUFS,Oeufs fermiers AB (x12),64480.0,Ustaritz
44848,6295,04.04.2020,FERME ITURRIETXEA,VOLAILLES & OEUFS,Oeufs fermiers AB (x12),64990.0,Villefranque 
44849,6295,04.04.2020,FERME HEGUAIA,FRUITS & LÉGUMES,Poireaux d'HIVER (lot de 3 ou 4),64990.0,Villefranque 
44850,6295,04.04.2020, FERME ESNEKIAK,CRÈMERIE,Lait de vache entier pasteurise bio (1L).,64990.0,Villefranque 
44851,6295,04.04.2020, FERME ESNEKIAK,CRÈMERIE,Creme fraiche bio  au lait cru (250ml).,64990.0,Villefranque 
44852,6295,04.04.2020, FERME ESNEKIAK,CRÈMERIE,Yaourt nature bio au lait entier (4 x125 gr).,64990.0,Villefranque 
44853,6295,04.04.2020, FERME ESNEKIAK,CRÈMERIE,Yaourt a la myrtille bio  au lait entier (4 x 125g).,64990.0,Villefranque 
44854,6295,04.04.2020, FERME ESNEKIAK,CRÈMERIE,Yaourt a la framboise bio  au lait entier (4 x125 gr).,64990.0,Villefranque 
44855,6295,04.04.2020, FERME ESNEKIAK,CRÈMERIE,Yaourt a la fraise bio au lait entier  (4 x 125 gr).,64990.0,Villefranque 
44856,6295,04.04.2020, FERME ESNEKIAK,CRÈMERIE,"Yaourt au citron, bio,  au lait entier (4 x 125g).",64990.0,Villefranque 
44857,6295,04.04.2020, FERME ESNEKIAK,CRÈMERIE,"Yaourt aux fruits, bio, au lait entier (4 x 125g).",64990.0,Villefranque 
44858,6295,04.04.2020,FERME ISAKENIA,ÉPICERIE,Farine de Maïs Grand Roux Basque AB (500 gr),64990.0,Villefranque 
44859,6295,04.04.2020, FERME ESNEKIAK,CRÈMERIE,Beurre doux bio au lait cru ( 250 gr).,64990.0,Villefranque 
44860,6296,04.04.2020,FERME JARA XOLAN,VIANDES,Saucisses de Porc Basque x2 (180 gr) E.,64210.0,ARBONNE
44861,6296,04.04.2020,FERME JARA XOLAN,VIANDES,Chipolatas de porc basque x4 (330 gr) E.,64210.0,ARBONNE
44862,6296,04.04.2020,FERME ITURRIETXEA,VOLAILLES & OEUFS,Oeufs fermiers AB (x12),64210.0,ARBONNE
44863,6296,04.04.2020,FERME ISAKENIA,FRUITS & LÉGUMES,Batavia ou feuille de chene,64210.0,ARBONNE
44864,6296,04.04.2020,FERME ISAKENIA,FRUITS & LÉGUMES,Blette (la botte),64210.0,ARBONNE
44865,6296,04.04.2020,FERME HEGUAIA,FRUITS & LÉGUMES,Poireaux d'HIVER (lot de 3 ou 4),64210.0,ARBONNE
44866,6296,04.04.2020,FERME ISAKENIA,FRUITS & LÉGUMES,Persil (la botte),64210.0,ARBONNE
44867,6296,04.04.2020, FERME IXURIBEHEREA,FROMAGES,Sarrin frais.,64210.0,ARBONNE
44868,6296,04.04.2020,FERME XEMIANIA,ÉPICERIE SALÉE,Fusilli semi complètes (pates) 500 gr AB,64210.0,ARBONNE
44869,6296,04.04.2020, FERME IXURIBEHEREA,ÉPICERIE SUCRÉE,Confiture de lait de chèvre (180 gr),64210.0,ARBONNE
44870,6296,04.04.2020, FERME ESNEKIAK,CRÈMERIE,Beurre salé bio au lait cru (250g).,64210.0,ARBONNE
44871,6296,04.04.2020, FERME BIXARTEA,CRÈMERIE,breuil (375g).,64210.0,ARBONNE
44872,6296,04.04.2020, FERME ESNEKIAK,CRÈMERIE,Yaourt a la vanille  bio  au lait entier ( 4 x 125 gr).,64210.0,ARBONNE
44873,6297,04.04.2020,FERME ITURRIETXEA,VOLAILLES & OEUFS,Oeufs fermiers AB (x12),64240.0,Hasparren
44874,6297,04.04.2020,FERME HEGUAIA,FRUITS & LÉGUMES,Pomme de terre de l'année (1kg),64240.0,Hasparren
44875,6297,04.04.2020,FERME JARA XOLAN,VIANDES,Saucisses de Porc Basque x2 (180 gr) E.,64240.0,Hasparren
44876,6297,04.04.2020, FERME ESNEKIAK,CRÈMERIE,Creme fraiche bio  au lait cru (250ml).,64240.0,Hasparren
44877,6297,04.04.2020, FERME ESNEKIAK,CRÈMERIE,Yaourt a la vanille  bio  au lait entier ( 4 x 125 gr).,64240.0,Hasparren
44878,6297,04.04.2020, FERME BIXARTEA,CRÈMERIE,Yaourt brebis fruits rouges coulis (lot de 4).,64240.0,Hasparren
44879,6298,04.04.2020,FERME ISAKENIA,FRUITS & LÉGUMES,Oignon  blanc frais (la botte),64480.0,USTARITZ
44880,6298,04.04.2020,FERME HEGUAIA,FRUITS & LÉGUMES,Poireaux d'HIVER (lot de 3 ou 4),64480.0,USTARITZ
44881,6298,04.04.2020,FERME HEGUAIA,FRUITS & LÉGUMES,Pomme de terre de l'année (1kg),64480.0,USTARITZ
44882,6298,04.04.2020,FERME ISAKENIA,FRUITS & LÉGUMES,Aillet frais (la botte de 6-8),64480.0,USTARITZ
44883,6298,04.04.2020,FERME ISAKENIA,FRUITS & LÉGUMES,Batavia ou feuille de chene,64480.0,USTARITZ
44884,6298,04.04.2020, FERME IXURIBEHEREA,FROMAGES,Sarrin frais.,64480.0,USTARITZ
44885,6298,04.04.2020, FERME IXURIBEHEREA,CRÈMERIE,Lait de chevre AB (1L).,64480.0,USTARITZ
44886,6298,04.04.2020, FERME IXURIBEHEREA,YAOURT & FROMAGE BLANC,Yaourt nature au lait de chèvre (4 x 125 gr).,64480.0,USTARITZ
44887,6298,04.04.2020, FERME BIXARTEA,CRÈMERIE,Mamia (x4).,64480.0,USTARITZ
44888,6298,04.04.2020, FERME ESNEKIAK,CRÈMERIE,Beurre doux bio au lait cru ( 250 gr).,64480.0,USTARITZ
44889,6298,04.04.2020, FERME ESNEKIAK,CRÈMERIE,Lait de vache entier pasteurise bio (1L).,64480.0,USTARITZ
44890,6298,04.04.2020,FERME ISAKENIA,ÉPICERIE,Farine de blé T80 (1 kg),64480.0,USTARITZ
44891,6299,05.04.2020, FERME ESNEKIAK,CRÈMERIE,Yaourt a la framboise bio  au lait entier (4 x125 gr).,64990.0,Mouguerre 
44892,6299,05.04.2020, FERME ESNEKIAK,CRÈMERIE,Lait de vache demi-ecreme pasteurise bio (1L).,64990.0,Mouguerre 
44893,6299,05.04.2020, FERME ESNEKIAK,CRÈMERIE,Fromage blanc de vache nature campagne bio (500g).,64990.0,Mouguerre 
44894,6299,05.04.2020, FERME ESNEKIAK,CRÈMERIE,Yaourt a la myrtille bio  au lait entier (4 x 125g).,64990.0,Mouguerre 
44895,6299,05.04.2020, FERME BIXARTEA,CRÈMERIE,Mamia (x4).,64990.0,Mouguerre 
44896,6299,05.04.2020, FERME ESNEKIAK,CRÈMERIE,"Yaourt au citron, bio,  au lait entier (4 x 125g).",64990.0,Mouguerre 
44897,6299,05.04.2020,FERME ITURRIETXEA,ÉPICERIE SUCRÉE,Gelée de pommes AB (240 gr),64990.0,Mouguerre 
44898,6299,05.04.2020,FERME HEGUAIA,FRUITS & LÉGUMES,Poireaux d'HIVER (lot de 3 ou 4),64990.0,Mouguerre 
44899,6299,05.04.2020,FERME HEGUAIA,FRUITS & LÉGUMES,Chou vert (l'unité),64990.0,Mouguerre 
44900,6299,05.04.2020,FERME ITURRIETXEA,VOLAILLES & OEUFS,Oeufs fermiers AB (x10),64990.0,Mouguerre 
44901,6299,05.04.2020,FERME BETI AINTZINA,VIANDE FRAÎCHE,Cuisse de canard confite sous vide.,64990.0,Mouguerre 
44902,6299,05.04.2020,FERME JARA XOLAN,VIANDES,Boudins de Porc Basque x2 (230 gr) E.,64990.0,Mouguerre 
44903,6300,05.04.2020, FERME BIXARTEA,FROMAGES,fromage de brebis fermier (1.5 kg environ) -6 mois d'affinage.,64100.0,BAYONNE
44904,6300,05.04.2020, FERME BIXARTEA,FROMAGES,Fromage Pérail de brebis.,64100.0,BAYONNE
44905,6300,05.04.2020, FERME IXURIBEHEREA,FROMAGES,Sarrin frais.,64100.0,BAYONNE
44906,6300,05.04.2020, FERME LUMA,VIANDE FRAÎCHE,Pigeonneau (380-400 gr).,64100.0,BAYONNE
44907,6301,05.04.2020,FERME ISAKENIA,FRUITS & LÉGUMES,Aillet frais (la botte de 6-8),64250.0,cambo les bains
44908,6301,05.04.2020,FERME ISAKENIA,FRUITS & LÉGUMES,Blette (la botte),64250.0,cambo les bains
44909,6301,05.04.2020,FERME ITURRIETXEA,VOLAILLES & OEUFS,Oeufs fermiers AB (x10),64250.0,cambo les bains
44910,6301,05.04.2020, FERME LUMA,VIANDE FRAÎCHE,Pigeonneau (380-400 gr).,64250.0,cambo les bains
44911,6301,05.04.2020, FERME IXURIBEHEREA,FROMAGES,Sarrin frais.,64250.0,cambo les bains
44912,6301,05.04.2020, FERME IXURIBEHEREA,CRÈMERIE,Fromage blanc de chevre (500g).,64250.0,cambo les bains
44913,6301,05.04.2020,FERME HEGUAIA,FRUITS & LÉGUMES,Poireaux d'HIVER (lot de 3 ou 4),64250.0,cambo les bains
44914,6302,05.04.2020, FERME ESNEKIAK,CRÈMERIE,Beurre doux bio au lait cru ( 250 gr).,64100.0,BAYONNE
44915,6302,05.04.2020, FERME ESNEKIAK,CRÈMERIE,Creme fraiche bio  au lait cru (250ml).,64100.0,BAYONNE
44916,6302,05.04.2020, FERME BIXARTEA,CRÈMERIE,breuil (375g).,64100.0,BAYONNE
44917,6302,05.04.2020,FERME HEGUAIA,FRUITS & LÉGUMES,Pomme de terre de l'année (1kg),64100.0,BAYONNE
44918,6302,05.04.2020,FERME ISAKENIA,FRUITS & LÉGUMES,Oignon  blanc frais (la botte),64100.0,BAYONNE
44919,6302,05.04.2020,FERME ITURRIETXEA,VOLAILLES & OEUFS,Oeufs fermiers AB (x12),64100.0,BAYONNE
44920,6302,05.04.2020, FERME LUMA,VIANDE FRAÎCHE,Pigeonneau (380-400 gr).,64100.0,BAYONNE
44921,6302,05.04.2020,FERME JARA XOLAN,VIANDES,Saucisses de Porc Basque x2 (180 gr) E.,64100.0,BAYONNE
44922,6303,05.04.2020, FERME ESNEKIAK,CRÈMERIE,"Fromage blanc de vache nature,lisse bio (500g).",64990.0,Urcuit
44923,6303,05.04.2020, FERME ESNEKIAK,CRÈMERIE,Beurre salé bio au lait cru (250g).,64990.0,Urcuit
44924,6303,05.04.2020, FERME BIXARTEA,CRÈMERIE,Mamia (x4).,64990.0,Urcuit
44925,6303,05.04.2020, FERME BIXARTEA,CRÈMERIE,breuil (375g).,64990.0,Urcuit
44926,6303,05.04.2020, FERME ESNEKIAK,CRÈMERIE,Creme fraiche bio  au lait cru (250ml).,64990.0,Urcuit
44927,6303,05.04.2020, FERME BIXARTEA,FROMAGES,Fromage Pérail de brebis.,64990.0,Urcuit
44928,6303,05.04.2020, FERME BIXARTEA,FROMAGES,fromage de brebis fermier (1.5 kg environ) -6 mois d'affinage.,64990.0,Urcuit
44929,6303,05.04.2020,FERME ISAKENIA,FRUITS & LÉGUMES,Aillet frais (la botte de 6-8),64990.0,Urcuit
44930,6303,05.04.2020,FERME ISAKENIA,FRUITS & LÉGUMES,Blette (la botte),64990.0,Urcuit
44931,6303,05.04.2020,FERME ISAKENIA,FRUITS & LÉGUMES,Batavia ou feuille de chene,64990.0,Urcuit
44932,6304,05.04.2020, FERME ESNEKIAK,CRÈMERIE,Beurre doux bio au lait cru ( 250 gr).,64990.0,Saint Pierre d'Irube0559
44933,6304,05.04.2020, FERME ESNEKIAK,CRÈMERIE,Beurre salé bio au lait cru (250g).,64990.0,Saint Pierre d'Irube0559
44934,6304,05.04.2020, FERME ESNEKIAK,CRÈMERIE,Creme fraiche bio  au lait cru (250ml).,64990.0,Saint Pierre d'Irube0559
44935,6304,05.04.2020,FERME BELAZKABIETA,ÉPICERIE,Crème de châtaigne (250 gr),64990.0,Saint Pierre d'Irube0559
44936,6304,05.04.2020, FERME BIXARTEA,FROMAGES,fromage de brebis fermier (650g environ) +6 mois d'affinage.,64990.0,Saint Pierre d'Irube0559
44937,6304,05.04.2020,FERME HEGUAIA,FRUITS & LÉGUMES,Poireaux d'HIVER (lot de 3 ou 4),64990.0,Saint Pierre d'Irube0559
44938,6304,05.04.2020,FERME HEGUAIA,FRUITS & LÉGUMES,Chou vert (l'unité),64990.0,Saint Pierre d'Irube0559
44939,6304,05.04.2020,FERME HEGUAIA,FRUITS & LÉGUMES,Pomme de terre de l'année (1kg),64990.0,Saint Pierre d'Irube0559
44940,6304,05.04.2020, FERME LUMA,VIANDE FRAÎCHE,Pigeonneau (380-400 gr).,64990.0,Saint Pierre d'Irube0559
44941,6304,05.04.2020,FERME JARA XOLAN,VIANDES,Boudins de Porc Basque x2 (230 gr) E.,64990.0,Saint Pierre d'Irube0559
44942,6304,05.04.2020,FERME JARA XOLAN,VIANDES,Chipolatas de porc basque x4 (330 gr) E.,64990.0,Saint Pierre d'Irube0559
44943,6304,05.04.2020,FERME ITURRIETXEA,VOLAILLES & OEUFS,Oeufs fermiers AB (x12),64990.0,Saint Pierre d'Irube0559
44944,6304,05.04.2020,FERME BETI AINTZINA,VIANDE FRAÎCHE,Magret de canard frais sous vide (400 gr).,64990.0,Saint Pierre d'Irube0559
44945,6305,05.04.2020, FERME ESNEKIAK,CRÈMERIE,Fromage blanc de vache nature campagne bio (500g).,64200.0,biarritz
44946,6305,05.04.2020, FERME IXURIBEHEREA,VIANDES,Boudin de porc basque (190 gr),64200.0,biarritz
44947,6305,05.04.2020, FERME BIXARTEA,CRÈMERIE,Mamia (x4).,64200.0,biarritz
44948,6305,05.04.2020, FERME ESNEKIAK,CRÈMERIE,Lait de vache demi-ecreme pasteurise bio (1L).,64200.0,biarritz
44949,6305,05.04.2020, FERME IXURIBEHEREA,FROMAGES,Sarrin frais.,64200.0,biarritz
44950,6305,05.04.2020, FERME BIXARTEA,CRÈMERIE,breuil (375g).,64200.0,biarritz
44951,6305,05.04.2020,FERME ALASTA,ÉPICERIE,Confiture de Figue (360g),64200.0,biarritz
44952,6305,05.04.2020, FERME ESNEKIAK,CRÈMERIE,Yaourt a la myrtille bio  au lait entier (4 x 125g).,64200.0,biarritz
44953,6305,05.04.2020, FERME BIXARTEA,FROMAGES,fromage de brebis fermier (650g environ) +6 mois d'affinage.,64200.0,biarritz
44954,6305,05.04.2020, FERME ESNEKIAK,CRÈMERIE,Yaourt a la framboise bio  au lait entier (4 x125 gr).,64200.0,biarritz
44955,6305,05.04.2020, FERME ESNEKIAK,CRÈMERIE,Yaourt a la fraise bio au lait entier  (4 x 125 gr).,64200.0,biarritz
44956,6305,05.04.2020,FERME ITURRIETXEA,VOLAILLES & OEUFS,Oeufs fermiers AB (x6),64200.0,biarritz
44957,6305,05.04.2020, FERME ESNEKIAK,CRÈMERIE,Creme fraiche bio  au lait cru (250ml).,64200.0,biarritz
44958,6305,05.04.2020, FERME IXURIBEHEREA,VIANDES,Pate de porc basque (190g),64200.0,biarritz
44959,6305,05.04.2020, FERME BIXARTEA,CRÈMERIE,Yaourt brebis nature (lot de 4).,64200.0,biarritz
44960,6305,05.04.2020, FERME ESNEKIAK,CRÈMERIE,"Yaourt au citron, bio,  au lait entier (4 x 125g).",64200.0,biarritz
44961,6305,05.04.2020,FERME JARA XOLAN,VIANDES,Boudins de Porc Basque x2 (230 gr) E.,64200.0,biarritz
44962,6305,05.04.2020,FERME JARA XOLAN,VIANDES,Saucisses de Porc Basque x2 (180 gr) E.,64200.0,biarritz
44963,6305,05.04.2020,FERME ITURRIETXEA,ÉPICERIE SUCRÉE,Confiture de prune AB (240 gr),64200.0,biarritz
44964,6306,05.04.2020,FERME HEGUAIA,FRUITS & LÉGUMES,Pomme de terre de l'année (1kg),64240.0,HASPARREN
