26605,163,Sarpourenx,sarpourenx,64300,43.45,-0.7
26606,163,Sault-de-Navailles,sault-de-navailles,64300,43.55,-0.666667
26868,163,Ascain,ascain,64310,43.35,-1.616667
26884,163,Saint-Pée-sur-Nivelle,saint-pee-sur-nivelle,64310,43.35,-1.55
26885,163,Sare,sare,64310,43.316667,-1.583333
26366,163,Aressy,aressy,64320,43.283333,-0.316667
26383,163,Bizanos,bizanos,64320,43.283333,-0.35
26403,163,Idron,idron,64320,43.2889,-0.311667
26409,163,Lée,lee,64320,43.283333,-0.283333
26429,163,Ousse,ousse,64320,43.283333,-0.266667
26446,163,Sendets,sendets,64320,43.2967,-0.260556
26466,163,Aubous,aubous,64330,43.566667,-0.133333
26471,163,Aydie,aydie,64330,43.566667,-0.1
26474,163,Baliracq-Maumusson,baliracq-maumusson,64330,43.55,-0.25
26483,163,Boueilh-Boueilho-Lasque,boueilh-boueilho-lasque,64330,43.55,-0.316667
26487,163,Burosse-Mendousse,burosse-mendousse,64330,43.516667,-0.216667
26489,163,Cadillon,cadillon,64330,43.533333,-0.15
26497,163,Castetpugon,castetpugon,64330,43.566667,-0.233333
26501,163,Claracq,claracq,64330,43.5,-0.3
26502,163,Conchez-de-Béarn,conchez-de-bearn,64330,43.55,-0.166667
26508,163,Diusse,diusse,64330,43.566667,-0.166667
26517,163,Garlin,garlin,64330,43.566667,-0.25
26557,163,Mascaraàs-Haron,mascaraas-haron,64330,43.55,-0.216667
26568,163,Moncla,moncla,64330,43.583333,-0.233333
26573,163,Mont-Disse,mont-disse,64330,43.566667,-0.15
26575,163,Mouhous,mouhous,64330,43.483333,-0.25
26588,163,Portet,portet,64330,43.566667,-0.183333
26593,163,Ribarrouy,ribarrouy,64330,43.533333,-0.266667
26598,163,Saint-Jean-Poudge,saint-jean-poudge,64330,43.533333,-0.183333
26613,163,Tadousse-Ussau,tadousse-ussau,64330,43.55,-0.183333
26614,163,Taron-Sadirac-Viellenave,taron-sadirac-viellenave,64330,43.516667,-0.25
26619,163,Vialer,vialer,64330,43.5,-0.166667
26851,163,Boucau,boucau,64340,43.533333,-1.5
26453,163,Anoye,anoye,64350,43.4,-0.133333
26458,163,Arricau-Bordes,arricau-bordes,64350,43.5,-0.133333
26459,163,Arrosès,arroses,64350,43.55,-0.116667
26469,163,Aurions-Idernes,aurions-idernes,64350,43.533333,-0.133333
26475,163,Bassillon-Vauzé,bassillon-vauze,64350,43.4564,-0.0752778
26479,163,Bétracq,betracq,64350,43.516667,-0.05
26499,163,CastillonCantondeLembeye,castilloncanton-de-lembeye,64350,43.4803,-0.128056
26503,163,Corbère-Abères,corbere-aberes,64350,43.4728,-0.0883333
26506,163,Crouseilles,crouseilles,64350,43.516667,-0.083333
26512,163,Escurès,escures,64350,43.466667,-0.116667
26519,163,Gayon,gayon,64350,43.483333,-0.166667
26535,163,Lalongue,lalongue,64350,43.483333,-0.183333
26537,163,Lannecaube,lannecaube,64350,43.483333,-0.216667
26542,163,Lasserre,lasserre,64350,43.5145,-0.0833333
26545,163,Lembeye,lembeye,64350,43.45,-0.1
26548,163,Lespielle,lespielle,64350,43.4734,-0.144444
26552,163,Luc-Armau,luc-armau,64350,43.4212,-0.0666667
26553,163,Lucarré,lucarre,64350,43.4,-0.083333
26559,163,Maspie-Lalonquère-Juillacq,maspie-lalonquere-juillacq,64350,43.4228,-0.148611
26565,163,Momy,momy,64350,43.4,-0.116667
26567,163,Moncaup,moncaup,64350,43.483333,-0.066667
26570,163,Monpezat,monpezat,64350,43.5,-0.066667
26585,163,Peyrelongue-Abos,peyrelongue-abos,64350,43.416667,-0.1
26604,163,Samsons-Lion,samsons-lion,64350,43.433333,-0.116667
26609,163,Séméacq-Blachon,semeacq-blachon,64350,43.5,-0.116667
26612,163,Simacourbe,simacourbe,64350,43.45,-0.166667
26452,163,Abos,abos,64360,43.35,-0.566667
26507,163,Cuqueron,cuqueron,64360,43.316667,-0.55
26530,163,Lacommande,lacommande,64360,43.283333,-0.5
26554,163,Lucq-de-Béarn,lucq-de-bearn,64360,43.3,-0.666667
26569,163,Monein,monein,64360,43.333333,-0.583333
26582,163,Parbayse,parbayse,64360,43.333333,-0.55
26615,163,Tarsacq,tarsacq,64360,43.35,-0.533333
26689,163,Cardesse,cardesse,64360,43.266667,-0.583333
26457,163,Arnos,arnos,64370,43.45,-0.533333
26460,163,Arthez-de-Béarn,arthez-de-bearn,64370,43.466667,-0.6
26485,163,Boumourt,boumourt,64370,43.433333,-0.516667
26494,163,Casteide-Candau,casteide-candau,64370,43.516667,-0.566667
26498,163,CastillonCantond\Arthez-de-Béarn,castilloncanton-darthez-de-bearn,64370,43.4653,-0.576111
26509,163,Doazon,doazon,64370,43.45,-0.55
26521,163,Géus-d\Arzacq,geus-darzacq,64370,43.483333,-0.516667
26522,163,Hagetaubin,hagetaubin,64370,43.516667,-0.616667
26562,163,Mesplède,mesplede,64370,43.483333,-0.65
26574,163,Morlanne,morlanne,64370,43.516667,-0.533333
26587,163,Pomps,pomps,64370,43.5,-0.533333
26599,163,Saint-Médard,saint-medard,64370,43.533333,-0.583333
26617,163,Urdès,urdes,64370,43.45,-0.583333
26618,163,Uzan,uzan,64370,43.483333,-0.5
26624,163,Abitain,abitain,64390,43.416667,-0.983333
26638,163,Andrein,andrein,64390,43.383333,-0.9
26658,163,Athos-Aspis,athos-aspis,64390,43.4,-0.966667
26661,163,Autevielle-Saint-Martin-Bideren,autevielle-saint-martin-bideren,64390,43.383333,-0.966667
26665,163,Barraute-Camu,barraute-camu,64390,43.383333,-0.9
26683,163,Burgaronne,burgaronne,64390,43.416667,-0.9
26705,163,Espiute,espiute,64390,43.366667,-0.916667
26724,163,Guinarthe-Parenties,guinarthe-parenties,64390,43.383333,-0.95
26744,163,Laàs,laas,64390,43.383333,-0.85
26792,163,Oraàs,oraas,64390,43.433333,-0.983333
26796,163,Orion,orion,64390,43.416667,-0.866667
26797,163,Orriule,orriule,64390,43.4,-0.866667
26802,163,Osserain-Rivareyte,osserain-rivareyte,64390,43.383333,-0.95
26817,163,Saint-Gladie-Arrive-Munein,saint-gladie-arrive-munein,64390,43.383333,-0.933333
26829,163,Sauveterre-de-Béarn,sauveterre-de-bearn,64390,43.3995,-0.939722
2301,106,Blausasc,blausasc,6440,43.8,7.366667
2311,106,L\Escarène,lescarene,6440,43.833333,7.35
2312,106,Lucéram,luceram,6440,43.883333,7.366667
2315,106,Peille,peille,6440,43.8,7.4
2316,106,Peillon,peillon,6440,43.783333,7.383333
2323,106,Touët-de-l\Escarène,touet-de-lescarene,6440,43.8475,7.36501
26626,163,Agnos,agnos,64400,43.166667,-0.616667
26646,163,Aren,aren,64400,43.266667,-0.683333
